Transaction_ID,Product_ID,Category,Price,Discount,Promotion_Flag,Customer_Age,Gender,Region,Month,Holiday_Flag,Weekend_Flag,Payment_Method,Store_Type,Loyalty_Status,Customer_Satisfaction,Delivery_Time_Days,Return_Flag,Shipping_Cost,Stock_Availability,Season,Customer_Income,Review_Score,Units_Sold,Loyalty_Points,Revenue,Profit
T100949,P1949,Grocery,23.25,3.88,1,53.0,Male,East,1,1,0,Debit Card,Online,Gold,2,8,0,5.23,0,Winter,136749.0,3.0,350,35,6779.5,338.98
T100950,P1950,Grocery,36.65,46.5,0,65.0,Male,North,5,0,0,Credit Card,Online,Silver,5,7,0,38.09,0,Autumn,122126.0,4.0,325,32,-3201.25,-160.06
T100951,P1951,Grocery,50.06,35.36,0,24.0,Female,West,1,0,0,UPI,Online,Bronze,1,1,0,5.09,0,Spring,46351.0,4.0,287,28,4218.9,210.94
T100952,P1952,Electronics,25.92,16.49,1,26.0,Male,North,3,1,0,Cash,Offline,Silver,1,6,1,34.24,0,Spring,24921.0,5.0,342,34,3225.06,806.26
T100953,P1953,Sports,54.22,19.54,1,25.0,Male,South,6,0,0,Wallet,Offline,Gold,2,4,0,5.52,0,Summer,,2.0,322,32,11166.96,1116.7
T100954,P1954,Clothing,16.74,37.04,0,42.0,Male,North,6,0,0,Debit Card,Offline,Gold,5,3,0,25.44,0,Spring,130654.0,1.0,304,30,-6171.2,-1234.24
T100955,P1955,Clothing,24.93,30.07,1,24.0,Female,South,3,1,0,Credit Card,Offline,Silver,5,3,0,9.4,1,Winter,113415.0,5.0,440,44,-2261.6,-452.32
T100956,P1956,Grocery,87.33,33.58,1,59.0,Male,South,4,1,1,UPI,Online,Gold,1,8,0,43.33,0,Spring,89602.0,3.0,521,52,28003.75,1400.19
T100957,P1957,Electronics,83.32,19.46,0,,Male,South,7,0,0,Cash,Online,Bronze,5,1,1,20.07,0,Autumn,,1.0,194,19,12388.84,3097.21
T100958,P1958,Electronics,41.5,24.39,0,41.0,Female,South,6,0,1,Debit Card,Offline,Silver,2,7,0,0.77,0,Spring,,2.0,250,25,4277.5,1069.38
T100959,P1959,Grocery,26.78,49.49,0,34.0,Female,North,11,0,0,Credit Card,Online,Platinum,5,4,0,31.41,0,Spring,100543.0,3.0,381,38,-8652.51,-432.63
T100960,P1960,Electronics,26.6,10.7,0,29.0,Female,North,2,0,1,Debit Card,Online,Silver,5,1,1,22.26,0,Summer,91303.0,4.0,213,21,3386.7,846.68
T100961,P1961,Grocery,42.04,20.89,1,63.0,Male,East,9,0,1,Wallet,Online,Platinum,2,2,0,42.99,0,Spring,60470.0,4.0,400,40,8460.0,423.0
T100962,P1962,Clothing,85.73,14.59,1,48.0,Male,North,6,0,0,Cash,Online,Platinum,4,7,0,21.66,0,Spring,143295.0,5.0,324,32,23049.36,4609.87
T100963,P1963,Clothing,104.56,38.26,1,29.0,Male,North,2,0,0,Cash,Online,Silver,5,1,0,20.56,0,Autumn,89413.0,2.0,396,39,26254.8,5250.96
T100964,P1964,Clothing,38.57,38.2,1,19.0,Male,South,7,0,0,Cash,Offline,Gold,1,6,0,22.7,0,Winter,137115.0,5.0,432,43,159.84,31.97
T100965,P1965,Clothing,24.35,14.62,0,,Male,West,11,1,0,Cash,Offline,Platinum,3,4,0,,0,Summer,141066.0,2.0,329,32,3201.17,640.23
T100966,P1966,Grocery,65.86,4.07,0,,Male,North,11,0,0,Credit Card,Online,Platinum,1,3,0,29.34,0,Winter,68866.0,5.0,252,25,15571.08,778.55
T100967,P1967,Clothing,30.68,0.57,1,63.0,Female,South,10,0,0,Wallet,Online,Silver,1,7,1,33.47,0,Winter,,1.0,224,22,6744.64,1348.93
T100968,P1968,Grocery,37.99,21.37,1,24.0,Male,North,10,1,1,Debit Card,Online,Platinum,4,9,0,36.02,0,Spring,34869.0,5.0,483,48,8027.46,401.37
T100969,P1969,Grocery,138.06,20.52,1,30.0,Male,North,4,0,0,Credit Card,Online,Silver,4,5,0,46.88,0,Summer,147844.0,1.0,337,33,39610.98,1980.55
T100970,P1970,Grocery,97.42,49.42,0,53.0,Female,North,1,1,0,UPI,Offline,Platinum,1,6,0,41.88,0,Spring,105914.0,2.0,449,44,21552.0,1077.6
T100971,P1971,Sports,60.98,23.49,0,18.0,Female,South,10,1,0,Cash,Online,Platinum,5,7,0,46.36,0,Spring,112372.0,1.0,340,34,12746.6,1274.66
T100972,P1972,Grocery,22.41,12.82,0,66.0,Male,East,9,1,1,Cash,Online,Silver,1,6,0,17.17,0,Autumn,82396.0,1.0,329,32,3155.11,157.76
T100973,P1973,Clothing,63.31,,1,52.0,Male,North,11,0,0,Debit Card,Online,Silver,5,6,0,10.74,0,Spring,93395.0,5.0,433,43,8118.75,1623.75
T100974,P1974,Electronics,114.88,24.55,1,47.0,Female,East,10,0,0,Cash,Offline,Bronze,2,3,0,10.17,0,Summer,25276.0,1.0,307,30,27731.31,6932.83
T100975,P1975,Clothing,2151.9792338126863,29.96,1,48.0,Male,North,8,0,1,Cash,Online,Gold,2,3,0,42.89,0,Summer,105644.0,3.0,410,41,4924.1,984.82
T100976,P1976,Grocery,140.58,4.78,0,34.0,Female,North,5,0,0,Debit Card,Online,Bronze,4,5,0,41.53,0,Spring,71572.0,3.0,193,19,26209.4,1310.47
T100977,P1977,Electronics,134.95,19.15,1,25.0,Female,South,3,0,0,Wallet,Online,Silver,3,7,0,32.52,0,Summer,26372.0,2.0,291,29,33697.8,8424.45
T100978,P1978,Grocery,174.97,47.21,0,20.0,Male,North,4,0,0,Credit Card,Online,Platinum,3,6,0,3.15,0,Winter,28612.0,3.0,381,38,48676.56,2433.83
T100979,P1979,Grocery,67.6,29.48,1,27.0,Female,North,3,0,0,Wallet,Online,Gold,4,2,0,15.9,0,Winter,84169.0,5.0,408,40,15552.96,777.65
T100980,P1980,Clothing,82.37,17.23,1,51.0,Male,East,10,0,0,Debit Card,Online,Silver,2,3,0,36.71,1,Winter,110540.0,1.0,306,30,19932.84,3986.57
T100981,P1981,Grocery,146.93,31.28,0,39.0,Female,East,8,0,1,Cash,Offline,Bronze,4,5,0,12.43,0,Autumn,97949.0,1.0,295,29,34116.75,1705.84
T100982,P1982,Electronics,74.68,45.52,0,21.0,Female,East,5,0,0,Cash,Offline,Platinum,2,7,0,31.2,0,Winter,97865.0,2.0,338,33,9856.08,2464.02
T100983,P1983,Electronics,38.44,13.7,1,49.0,Female,North,11,1,0,Wallet,Online,Platinum,5,6,0,27.14,0,Winter,29319.0,1.0,378,37,9351.72,2337.93
T100984,P1984,Grocery,39.89,25.26,0,46.0,Male,North,8,0,0,UPI,Offline,Silver,2,3,0,13.13,0,Summer,24001.0,1.0,274,27,4008.62,200.43
T100985,P1985,Grocery,64.52,47.93,0,63.0,Male,East,1,0,0,Credit Card,Online,Platinum,2,7,0,46.72,0,Summer,74433.0,1.0,379,37,6287.61,314.38
T100986,P1986,Grocery,22.12,8.62,0,28.0,Male,North,9,0,0,Cash,Offline,Bronze,2,5,0,12.84,0,Winter,38805.0,2.0,217,21,2929.5,146.48
T100987,P1987,Clothing,49.39,35.98,0,63.0,Male,East,11,1,1,Debit Card,Online,Platinum,3,4,0,44.74,0,Spring,1248034.0,3.0,423,42,5672.43,1134.49
T100988,P1988,Clothing,117.63,30.72,0,30.0,Male,East,10,1,1,Wallet,Online,Bronze,2,6,0,27.05,1,Summer,63081.0,3.0,361,36,31374.51,6274.9
T100989,P1989,Home,11.78,33.98,1,21.0,Male,East,3,1,0,Credit Card,Offline,Platinum,1,2,1,4.59,1,Autumn,67054.0,4.0,481,48,-10678.2,-1601.73
T100990,P1990,Grocery,159.83,17.56,1,19.0,Female,North,1,1,0,UPI,Offline,Gold,5,7,0,41.68,0,Summer,39098.0,5.0,413,41,58757.51,2937.88
T100991,P1991,Grocery,119.78,15.69,1,51.0,Female,West,3,0,0,Cash,Online,Silver,3,2,0,39.57,0,Autumn,118383.0,4.0,304,30,31643.36,1582.17
T100992,P1992,Clothing,39.57,34.21,1,60.0,Male,South,2,0,1,Wallet,Online,Silver,1,7,0,41.55,0,Winter,149385.0,2.0,417,41,2235.12,447.02
T100993,P1993,Grocery,79.87,10.78,0,39.0,Male,South,7,0,0,Cash,Online,Platinum,3,8,0,31.91,0,Winter,79049.0,,272,27,18792.48,939.62
T100994,P1994,Clothing,54.72,20.98,1,22.0,Male,South,10,0,0,Wallet,Offline,Silver,3,2,0,35.58,0,Autumn,102713.0,3.0,311,31,10493.14,2098.63
T100995,P1995,Electronics,129.15,9.41,0,26.0,Female,North,4,0,1,UPI,Offline,Gold,1,8,0,45.35,0,Autumn,63315.0,1.0,218,21,26103.32,6525.83
T100996,P1996,Sports,108.62,0.42,1,37.0,Male,North,7,0,0,Debit Card,Offline,Bronze,4,7,0,6.38,0,Autumn,,4.0,185,18,20017.0,2001.7
T100997,P1997,Electronics,20.49,48.5,1,38.0,Male,East,3,0,0,Debit Card,Online,Gold,4,3,0,4.15,0,Summer,132562.0,2.0,460,46,-12884.6,-3221.15
T100998,P1998,Sports,82.36,21.59,0,34.0,Male,North,6,0,0,Credit Card,Offline,Gold,2,7,0,6.25,0,Winter,134371.0,5.0,255,25,15496.35,1549.64
T100999,P1999,Clothing,47.28,48.47,1,29.0,Female,North,7,0,0,Cash,Offline,Bronze,1,1,0,43.5,0,Summer,90972.0,4.0,449,44,-534.31,-106.86
T101000,P2000,Electronics,57.86,7.02,1,,Female,North,7,0,1,Cash,Online,Silver,2,2,0,28.15,0,Spring,106433.0,5.0,249,24,12659.16,3164.79
T101001,P2001,Grocery,32.8,29.37,1,35.0,Female,North,5,0,0,Cash,Offline,Bronze,4,5,0,8.8,0,Autumn,50824.0,5.0,363,36,1245.09,62.25
T101002,P2002,Home,185.62,10.05,1,20.0,Female,South,6,0,0,Debit Card,Offline,Bronze,1,9,0,7.09,0,Spring,139242.0,3.0,245,24,43014.65,6452.2
T101003,P2003,Grocery,113.07,39.5,1,22.0,Male,West,3,0,0,Credit Card,Online,Bronze,1,1,1,22.27,0,Autumn,63010.0,3.0,413,41,30384.41,1519.22
T101004,P2004,Home,32.53,39.19,1,69.0,Male,North,12,0,1,Debit Card,Offline,Silver,1,5,0,40.79,0,Autumn,53254.0,5.0,422,42,-2810.52,-421.58
T101005,P2005,Grocery,21.45,5.63,1,31.0,Male,East,4,1,1,Wallet,Online,Bronze,2,6,0,40.26,0,Winter,22712.0,4.0,363,36,5742.66,287.13
T101006,P2006,Grocery,41.68,45.6,0,65.0,Female,East,11,0,0,Cash,Offline,Gold,3,3,0,42.56,0,Autumn,109752.0,3.0,343,34,-1344.56,-67.23
T101007,P2007,Home,74.01,9.73,1,43.0,Male,South,6,0,0,Wallet,Online,Bronze,3,5,0,38.45,0,Summer,36229.0,4.0,248,24,15941.44,2391.22
T101008,P2008,Clothing,64.6,30.65,1,36.0,Female,North,3,0,0,UPI,Online,Bronze,3,2,1,3.08,1,Autumn,24800.0,3.0,348,34,11814.6,2362.92
T101009,P2009,Grocery,131.26,49.28,1,58.0,Male,South,7,0,0,Wallet,Online,Platinum,1,8,1,36.01,0,Autumn,34591.0,1.0,510,51,41809.8,2090.49
T101010,P2010,Clothing,94.91,44.12,1,34.0,Male,West,3,0,0,Wallet,Online,Platinum,4,3,0,25.95,0,Spring,100331.0,2.0,472,47,23972.88,4794.58
T101011,P2011,Sports,107.63,47.83,1,56.0,Male,North,9,0,0,Wallet,Offline,Gold,2,5,0,36.32,0,Winter,149913.0,1.0,468,46,27986.4,2798.64
T101012,P2012,Sports,68.63,17.13,1,59.0,Male,South,4,0,1,Debit Card,Online,Silver,2,1,0,24.21,0,Winter,122353.0,1.0,321,32,16531.5,1653.15
T101013,P2013,Electronics,20.65,5.28,0,21.0,Female,West,2,1,0,Wallet,Online,Platinum,4,5,1,,0,Autumn,110344.0,2.0,271,27,4165.27,1041.32
T101014,P2014,Grocery,47.61,9.42,1,59.0,Female,East,6,0,0,Cash,Online,Gold,3,1,0,6.31,0,Spring,45892.0,3.0,299,29,11418.81,570.94
T101015,P2015,Sports,114.67,25.02,1,52.0,Female,South,9,0,1,Credit Card,Offline,Platinum,5,9,0,45.26,0,Summer,115609.0,3.0,395,39,35411.75,3541.18
T101016,P2016,Electronics,52.66,39.66,0,41.0,Male,West,10,0,0,UPI,Online,Platinum,4,2,0,18.73,0,Summer,109356.0,1.0,316,31,4108.0,1027.0
T101017,P2017,Grocery,77.65,,0,58.0,Female,North,10,0,0,Cash,Online,Silver,3,6,0,29.12,0,Autumn,25713.0,3.0,207,20,14518.98,725.95
T101018,P2018,Sports,43.68,32.99,1,30.0,Male,East,2,0,0,Credit Card,Offline,Silver,1,9,0,10.36,1,Autumn,34990.0,5.0,361,36,3859.09,385.91
T101019,P2019,Electronics,26.55,16.18,1,50.0,Male,North,4,1,0,Cash,Offline,Platinum,4,3,0,18.44,0,Spring,130062.0,5.0,381,38,3950.97,987.74
T101020,P2020,Grocery,50.08,17.06,1,32.0,Male,North,5,0,1,Wallet,Online,Platinum,3,6,0,43.53,0,Winter,149157.0,3.0,390,39,12877.8,643.89
T101021,P2021,Clothing,67.78,33.1,0,32.0,Male,South,9,1,0,UPI,Offline,Silver,2,1,0,10.48,0,Spring,84806.0,5.0,340,34,11791.2,2358.24
T101022,P2022,Sports,34.5,23.35,0,48.0,Male,North,7,0,0,Cash,Online,Silver,5,7,0,10.31,0,Summer,30892.0,2.0,236,23,2631.4,263.14
T101023,P2023,Sports,46.29,40.6,1,60.0,Female,North,5,0,1,UPI,Online,Gold,5,2,0,13.02,0,Autumn,29803.0,1.0,443,44,2520.67,252.07
T101024,P2024,Sports,28.29,7.8,1,45.0,Female,North,6,1,0,Debit Card,Offline,Platinum,5,5,0,28.73,0,Autumn,51609.0,3.0,343,34,7028.07,702.81
T101025,P2025,Grocery,119.52,39.5,0,27.0,Male,North,9,0,0,Debit Card,Online,Silver,3,5,0,26.03,0,Spring,103017.0,1.0,308,30,24646.16,1232.31
T101026,P2026,Home,44.43,3.21,0,24.0,Male,North,4,0,0,Wallet,Offline,Platinum,3,1,0,8.77,0,Winter,98970.0,2.0,225,22,9274.5,1391.18
T101027,P2027,Home,150.95,9.7,0,50.0,Female,East,2,0,1,Wallet,Online,Gold,1,7,0,34.6,0,Spring,34489.0,1.0,240,24,33900.0,5085.0
T101028,P2028,Clothing,159.19,32.81,0,24.0,Male,North,5,0,0,Debit Card,Online,Bronze,5,4,0,45.38,0,Winter,59322.0,3.0,269,26,33996.22,6799.24
T101029,P2029,Home,51.59,42.75,1,22.0,Female,South,7,0,0,Cash,Offline,Platinum,2,4,0,9.94,1,Winter,91189.0,2.0,470,47,4154.8,623.22
T101030,P2030,Electronics,26.95,12.63,0,43.0,Male,East,12,1,0,Credit Card,Online,Gold,5,7,0,33.65,0,Summer,114816.0,2.0,285,28,4081.2,1020.3
T101031,P2031,Grocery,12.68,16.36,0,33.0,Female,North,4,0,1,Credit Card,Offline,Bronze,4,1,0,29.32,0,Winter,128138.0,5.0,265,26,-975.2,-48.76
T101032,P2032,Clothing,19.48,26.86,1,25.0,Male,West,12,0,1,Debit Card,Online,Platinum,4,6,0,16.45,0,Summer,48751.0,3.0,416,41,-3070.08,-614.02
T101033,P2033,Electronics,20.87,10.58,0,39.0,Female,East,1,1,0,Credit Card,Online,Gold,2,1,0,30.89,0,Autumn,62688.0,,269,26,2768.01,692.0
T101034,P2034,Electronics,143.3,40.56,1,51.0,Male,North,8,0,1,Cash,Offline,Bronze,3,6,0,10.5,0,Spring,109073.0,2.0,407,40,41815.18,10453.8
T101035,P2035,Grocery,59.21,38.68,0,57.0,Male,West,5,0,1,Credit Card,Online,Gold,5,2,0,41.7,0,Summer,88138.0,1.0,357,35,7329.21,366.46
T101036,P2036,Clothing,71.72,7.26,1,45.0,Male,South,10,1,0,Credit Card,Offline,Gold,4,1,0,1.11,0,Spring,79624.0,5.0,336,33,21658.56,4331.71
T101037,P2037,Grocery,11.54,23.19,0,63.0,Male,North,2,0,0,Debit Card,Offline,Gold,2,8,0,28.35,0,Summer,34573.0,1.0,286,28,-3331.9,-166.6
T101038,P2038,Electronics,23.6,38.74,1,53.0,Male,South,3,0,0,UPI,Offline,Gold,1,7,0,15.94,0,Autumn,122058.0,2.0,401,40,-6071.14,-1517.78
T101039,P2039,Clothing,101.59,16.87,1,64.0,Female,South,12,1,0,UPI,Offline,Bronze,4,2,0,44.07,0,Summer,83552.0,2.0,358,35,30329.76,6065.95
T101040,P2040,Grocery,66.74,31.66,0,24.0,Male,South,10,0,1,Cash,Offline,Silver,4,2,0,24.97,0,Summer,61738.0,1.0,315,31,11050.2,552.51
T101041,P2041,Grocery,49.25,2.51,1,69.0,Male,East,12,0,0,UPI,Offline,Gold,5,5,0,40.12,0,Spring,75933.0,1.0,266,26,12432.84,621.64
T101042,P2042,Clothing,81.08,30.43,1,57.0,Male,North,10,0,0,Wallet,Offline,Bronze,3,4,1,46.19,1,Summer,32008.0,2.0,356,35,18031.4,3606.28
T101043,P2043,Grocery,171.58,7.63,0,60.0,Male,West,5,0,0,Debit Card,Offline,Gold,4,4,0,16.72,0,Spring,39285.0,2.0,233,23,38200.35,1910.02
T101044,P2044,Home,46.77,41.53,1,45.0,Female,East,11,0,1,UPI,Offline,Platinum,4,9,0,44.02,0,Autumn,60028.0,5.0,473,47,2478.52,371.78
T101045,P2045,Grocery,57.31,17.77,1,19.0,Female,East,4,0,0,Credit Card,Offline,Platinum,5,1,0,,0,Autumn,23105.0,2.0,353,35,13957.62,697.88
T101046,P2046,Clothing,62.48,14.08,0,26.0,Female,North,9,0,0,UPI,Online,Silver,3,9,0,5.41,0,Summer,87561.0,2.0,217,21,10502.8,2100.56
T101047,P2047,Electronics,291.34,42.04,0,23.0,Male,South,9,0,1,Debit Card,Offline,Bronze,1,3,0,5.2,0,Winter,21602.0,3.0,561,29,74291.4,18572.85
T101048,P2048,Home,12.56,,1,18.0,Male,East,8,0,1,Credit Card,Offline,Platinum,1,8,0,40.87,0,Autumn,124670.0,4.0,279,27,2803.95,420.59
T101049,P2049,Electronics,88.08,19.83,1,20.0,Male,East,2,0,1,Credit Card,Online,Bronze,1,5,0,23.42,0,Winter,119064.0,4.0,315,31,21498.75,5374.69
T101050,P2050,Home,50.38,18.5,1,27.0,Male,West,5,0,0,Debit Card,Offline,Platinum,1,3,0,,0,Winter,73196.0,2.0,349,34,11126.12,1668.92
T101051,P2051,Grocery,81.19,14.24,1,,Male,West,8,0,0,Cash,Offline,Bronze,3,9,0,44.56,0,Spring,74073.0,5.0,290,29,19415.5,970.78
T101052,P2052,Sports,34.46,45.59,1,61.0,Female,North,8,0,1,Cash,Offline,Gold,1,9,0,45.19,0,Winter,1518526.0,,484,48,-5386.92,-538.69
T101053,P2053,Grocery,52.76,37.55,0,40.0,Female,East,7,0,0,Debit Card,Offline,Gold,5,8,0,5.64,0,Winter,82001.0,2.0,334,33,5080.14,254.01
T101054,P2054,Sports,89.84,3.2,1,50.0,Female,North,4,0,0,Debit Card,Online,Platinum,5,3,0,18.68,0,Winter,39053.0,3.0,267,26,23132.88,2313.29
T101055,P2055,Clothing,482.53,35.73,0,26.0,Male,North,3,0,0,Debit Card,Online,Silver,5,3,0,44.76,0,Spring,27012.0,1.0,277,27,123763.6,24752.72
T101056,P2056,Grocery,96.12,26.36,0,30.0,Female,North,8,0,1,Credit Card,Offline,Platinum,1,3,0,40.99,0,Summer,48871.0,5.0,339,33,23648.64,1182.43
T101057,P2057,Clothing,30.16,45.04,0,45.0,Female,East,8,0,0,Credit Card,Offline,Platinum,5,6,0,36.05,0,Winter,134441.0,4.0,356,35,-5297.28,-1059.46
T101058,P2058,Grocery,40.58,15.65,0,68.0,Male,West,10,0,0,Debit Card,Offline,Silver,5,2,0,5.1,0,Autumn,56709.0,3.0,231,23,5758.83,287.94
T101059,P2059,Grocery,39.75,28.71,1,24.0,Female,North,5,0,0,Credit Card,Offline,Gold,2,9,0,31.06,0,Spring,78830.0,2.0,394,39,4349.76,217.49
T101060,P2060,Home,15.53,25.04,1,43.0,Male,North,3,1,0,Wallet,Online,Gold,1,2,0,29.09,0,Winter,52263.0,1.0,431,43,-4098.81,-614.82
T101061,P2061,Sports,43.33,24.48,1,33.0,Male,West,5,0,1,Debit Card,Offline,Platinum,5,8,0,8.36,0,Winter,35807.0,5.0,397,39,7483.45,748.34
T101062,P2062,Grocery,91.19,22.81,0,57.0,Male,South,4,0,0,Credit Card,Offline,Bronze,3,4,0,,0,Spring,127509.0,3.0,249,24,17026.62,851.33
T101063,P2063,Clothing,22.38,10.28,0,43.0,Male,North,8,0,0,Cash,Online,Platinum,5,4,0,15.6,0,Spring,134333.0,1.0,244,24,2952.4,590.48
T101064,P2064,Clothing,113.74,37.79,1,68.0,Male,South,2,0,0,Debit Card,Online,Gold,2,5,1,31.03,0,Spring,51907.0,3.0,418,41,31747.1,6349.42
T101065,P2065,Grocery,76.82,22.57,0,56.0,Female,South,11,0,0,Debit Card,Online,Bronze,3,1,0,18.09,0,Winter,73277.0,3.0,258,25,13996.5,699.82
T101066,P2066,Clothing,32.66,47.93,1,49.0,Male,West,8,1,1,Debit Card,Offline,Silver,3,4,1,4.22,0,Spring,32215.0,3.0,556,55,-8490.12,-1698.02
T101067,P2067,Electronics,49.45,13.04,0,53.0,Male,North,10,0,1,UPI,Offline,Gold,4,6,0,26.24,0,Winter,40476.0,5.0,246,24,8956.86,2239.22
T101068,P2068,Clothing,167.14,34.14,0,59.0,Female,North,6,1,0,Debit Card,Online,Silver,2,2,0,15.33,0,Autumn,107134.0,5.0,336,33,44688.0,8937.6
T101069,P2069,Clothing,91.24,47.04,0,18.0,Male,North,4,0,0,Cash,Offline,Gold,2,3,0,3.57,0,Winter,126856.0,4.0,341,34,15072.2,3014.44
T101070,P2070,Clothing,54.93,33.17,0,66.0,Male,North,11,0,0,Credit Card,Offline,Gold,5,4,0,9.93,0,Summer,122340.0,3.0,295,29,6419.2,1283.84
T101071,P2071,Clothing,46.23,43.56,0,38.0,Female,South,3,0,0,Debit Card,Online,Bronze,2,3,0,30.94,0,Winter,102322.0,1.0,302,30,806.34,161.27
T101072,P2072,Electronics,57.61,41.37,0,30.0,Female,West,10,0,0,Wallet,Online,Gold,3,9,0,5.07,0,Winter,78928.0,2.0,306,30,4969.44,1242.36
T101073,P2073,Electronics,38.16,18.01,0,68.0,Male,East,5,0,0,Credit Card,Offline,Platinum,3,6,0,4.37,0,Winter,111361.0,3.0,254,25,5118.1,1279.53
T101074,P2074,Sports,12.51,,1,43.0,Female,West,6,0,1,Cash,Offline,Silver,5,5,0,47.2,0,Summer,65644.0,4.0,381,38,-6667.5,-666.75
T101075,P2075,Clothing,228.04,7.81,1,62.0,Male,West,1,0,1,UPI,Online,Gold,3,5,0,5.38,0,Spring,110224.0,5.0,294,29,64747.62,12949.52
T101076,P2076,Clothing,60.87,26.78,0,26.0,Female,North,1,0,0,Cash,Offline,Platinum,5,2,0,18.8,0,Winter,91929.0,4.0,957,30,10295.18,2059.04
T101077,P2077,Grocery,72.15,11.52,0,54.0,Female,North,11,0,1,UPI,Offline,Silver,4,9,0,6.67,0,Autumn,73181.0,4.0,243,24,14733.09,736.65
T101078,P2078,Clothing,52.43,37.19,1,40.0,Male,South,10,0,1,Credit Card,Offline,Platinum,2,2,0,46.96,0,Autumn,58332.0,3.0,456,45,6949.44,1389.89
T101079,P2079,Sports,32.64,26.4,0,18.0,Male,North,3,0,0,UPI,Offline,Gold,2,5,1,24.06,0,Spring,105912.0,3.0,260,26,1622.4,162.24
T101080,P2080,Grocery,47.94,20.56,1,19.0,Male,South,2,0,1,Credit Card,Offline,Platinum,2,7,0,5.56,0,Autumn,57325.0,1.0,391,39,10705.58,535.28
T101081,P2081,Electronics,17.82,13.44,1,60.0,Female,North,12,0,1,Cash,Online,Silver,4,3,0,38.44,0,Summer,85418.0,1.0,288,28,1261.44,315.36
T101082,P2082,Clothing,268.8,49.93,1,45.0,Female,South,1,0,0,Cash,Offline,Silver,2,8,1,39.04,0,Spring,137277.0,4.0,459,45,100461.33,20092.27
T101083,P2083,Home,23.01,3.59,1,53.0,Female,South,11,0,1,UPI,Offline,Silver,4,5,0,45.06,0,Spring,73318.0,1.0,248,24,4816.16,722.42
T101084,P2084,Sports,26.51,2.18,1,48.0,Male,North,8,0,0,Wallet,Offline,Gold,4,3,0,35.28,0,Summer,70425.0,1.0,236,23,5741.88,574.19
T101085,P2085,Grocery,40.12,10.86,0,58.0,Female,South,12,0,0,Cash,Online,Bronze,5,3,0,2.74,0,Summer,119521.0,2.0,219,21,6407.94,320.4
T101086,P2086,Grocery,134.51,48.55,0,22.0,Male,North,1,0,0,UPI,Offline,Platinum,1,3,0,27.52,0,Autumn,1468679.0,1.0,371,37,31891.16,1594.56
T101087,P2087,Electronics,55.16,48.96,1,54.0,Male,North,10,0,1,Debit Card,Offline,Silver,1,3,0,19.2,0,Autumn,145866.0,4.0,455,45,2821.0,705.25
T101088,P2088,Sports,22.98,32.75,0,42.0,Female,South,8,0,0,Credit Card,Online,Silver,5,4,0,37.43,0,Summer,118242.0,3.0,265,26,-2589.05,-258.91
T101089,P2089,Clothing,131.37,44.01,1,25.0,Female,North,5,0,0,Debit Card,Offline,Bronze,5,1,0,29.55,0,Autumn,68608.0,5.0,412,41,35992.32,7198.46
T101090,P2090,Sports,91.08,10.7,0,51.0,Female,East,4,1,0,Debit Card,Offline,Silver,5,3,0,36.26,0,Winter,147410.0,3.0,273,27,21943.74,2194.37
T101091,P2091,Grocery,79.59,48.6,0,56.0,Female,North,8,0,0,Debit Card,Offline,Silver,2,5,0,,0,Summer,74829.0,4.0,342,34,10598.58,529.93
T101092,P2092,Grocery,90.11,7.14,0,66.0,Female,South,8,0,0,UPI,Online,Gold,3,8,1,21.85,0,Autumn,30429.0,5.0,228,22,18917.16,945.86
T101093,P2093,Grocery,291.8,5.06,0,49.0,Male,South,11,1,0,Cash,Online,Bronze,5,8,0,21.61,0,Autumn,144667.0,2.0,259,25,74265.66,3713.28
T101094,P2094,Clothing,252.03,5.61,0,28.0,Female,North,8,1,0,Debit Card,Online,Silver,4,9,0,49.05,0,Spring,123869.0,,257,25,63329.94,12665.99
T101095,P2095,Electronics,33.76,28.66,0,64.0,Male,North,3,0,1,UPI,Offline,Gold,1,9,0,0.96,0,Spring,107071.0,4.0,282,28,1438.2,359.55
T101096,P2096,Clothing,170.16,39.05,0,42.0,Female,South,12,0,0,Cash,Offline,Gold,2,6,0,40.8,0,Winter,36784.0,4.0,317,31,41561.87,8312.37
T101097,P2097,Electronics,71.39,18.33,0,20.0,Female,North,8,0,1,Credit Card,Online,Gold,3,7,0,4.86,0,Summer,107538.0,3.0,254,25,13477.24,3369.31
T101098,P2098,Grocery,77.43,48.89,1,62.0,Male,North,1,0,0,Cash,Online,Gold,1,4,0,4.02,0,Winter,24018.0,5.0,505,50,14412.7,720.64
T101099,P2099,Clothing,16.7,21.72,1,67.0,Female,South,4,0,0,Cash,Offline,Bronze,1,3,0,16.41,0,Summer,129211.0,2.0,317,31,-1591.34,-318.27
T101100,P2100,Electronics,48.46,,0,69.0,Female,North,5,0,1,Debit Card,Online,Bronze,1,3,0,35.04,0,Summer,61556.0,1.0,194,19,7942.36,1985.59
T101101,P2101,Sports,3749.4533709751067,23.3,0,49.0,Male,South,6,0,0,UPI,Online,Gold,4,2,0,33.92,0,Autumn,117023.0,5.0,247,24,1879.67,187.97
T101102,P2102,Home,97.48,33.95,0,69.0,Male,East,5,0,1,Wallet,Offline,Bronze,4,8,0,31.39,0,Spring,127314.0,4.0,282,28,17915.46,2687.32
